Temperature(C),Humidity(%),Pressure(Pa),Counts_0.3um(#/0.1L),Counts_0.5um(#/0.1L),Counts_1.0um(#/0.1L),Counts_2.5um(#/0.1L),Counts_5.0um(#/0.1L),Counts_10.0um(#/0.1L),PM1.0(ug/m3),PM2.5(ug/m3),PM10(ug/m3),PM1_Atm(ug/m3),PM2.5_Atm(ug/m3),PM10_Atm(ug/m3)
26.59575947167188,35.90267639902677,86297.88147375738,7310.109489051095,2370.9329162321865,562.120611748349,48.095238095238095,8.48418491484185,5.32533889468196,54.12026416405978,90.01876955161627,98.669099756691,36.72019464720194,60.2641640597845,72.4824469933959
26.860118014578273,36.44324887191947,86460.03089205138,6423.786185352308,2084.177716070809,498.0229087122527,41.261020479000344,7.151336341548074,4.482471364109684,47.58070114543561,79.38979520999654,86.84033321763276,33.122526900381814,53.776119402985074,67.0197847969455
26.88652975983293,34.44378698224852,86552.85520361991,4897.31221719457,1587.4295161851724,365.14201183431953,29.204316045945006,5.537765402018795,3.4838148277062304,36.094674556213015,59.12182387747998,64.83675600417682,28.20048729550992,44.980508179603206,55.782457361642884
27.544633553317123,30.31121917332407,86463.75859673497,4237.4730809308785,1373.0545328238973,306.93747829107326,22.95067731851337,4.433136505731157,2.807224730809309,31.155609586662035,50.096908648836404,54.707884682181316,25.544286210489755,40.36262591177492,48.940951719347
27.03302050747306,30.232186305179006,86274.36843934654,4460.873131734445,1445.6447688564476,323.4320472714633,24.717413972888426,4.757733750434481,3.0128606187000346,32.96871741397289,53.07160236357316,58.02850191171359,26.784497740702122,42.26346889120612,52.345498783454985
25.340181058495823,27.74442896935933,86172.22214484679,3097.3178969359333,1003.7301532033426,233.7823816155989,20.560933147632312,4.7855153203342615,3.1692200557103063,22.190459610027855,37.08286908077994,42.00591922005571,20.438718662952645,33.126740947075206,40.44185236768802
23.86241727621038,25.5259491466388,86231.63044235458,2855.094043887147,925.2633228840125,218.4803204458377,18.85196795541623,4.373737373737374,2.915360501567398,20.381400208986417,34.45175896900035,39.00139324277255,19.36189481017067,31.912225705329153,38.331591779867644
25.2173157162726,24.05876216968011,86264.19054242002,3023.189847009736,979.2972878998609,222.48226703755216,19.160639777468706,4.437065368567454,2.958970792767733,21.661682892906814,35.67767732962448,40.22287899860918,20.2461752433936,32.57197496522949,38.8240611961057
25.831074035453597,27.7042057698992,86143.94925269378,3951.5571776155716,1280.4306569343066,292.1619742787626,23.51268682655544,4.86339937434828,3.170663885992353,28.86235662148071,47.21689259645464,52.25026068821689,24.472367049009385,39.02711157455683,48.25130344108446
26.426434782608695,28.76313043478261,86100.78191304348,4639.632695652174,1502.8518260869566,332.2125217391304,26.70191304347826,5.348869565217392,3.4914782608695654,34.15269565217391,54.88486956521739,60.45252173913043,27.232347826086958,42.94156521739131,53.2855652173913
25.637523931078494,31.34396936821953,86158.102744097,3795.1027440970006,1230.6815571155073,286.12316528398213,21.116783663050416,4.26419910657307,2.7051691129546906,27.794511805998724,45.545628589661774,50.04594767070836,24.10657306955967,38.477345245692405,47.17740906190172
26.518327974276527,37.038585209003216,86233.9003215434,4159.614790996785,1348.6816720257234,321.13697749196143,24.25016077170418,5.021221864951769,3.1826366559485533,30.55305466237942,50.53247588424437,55.73890675241157,25.461093247588426,40.87395498392283,50.52797427652733
22.844744121715078,35.87067773167358,86223.71991701245,2146.2427385892115,695.5162517289074,154.7755878284924,10.51521438450899,2.5892116182572615,1.6438450899031811,15.285615491009683,24.400414937759336,27.104080221300137,14.872060857538036,23.349585062240664,26.84820193637621
21.775560224089634,34.32878151260504,86124.87920168067,2243.451330532213,726.0507703081232,157.5560224089636,14.943277310924369,4.787464985994398,3.352591036414566,15.861694677871148,25.383053221288517,30.230392156862745,14.773809523809524,23.252100840336134,28.975490196078432
24.004852686308492,34.25372616984402,86024.75944540728,2900.5864818024265,939.9604852686308,225.94523396880416,26.535528596187174,8.824610051993067,6.300173310225303,20.47417677642981,34.87452339688041,43.658578856152516,16.343500866551125,27.206932409012133,37.224956672443675
22.638863000931966,48.507455731593666,86048.61463187325,1284.5573159366263,414.9534016775396,76.22553588070829,9.118825722273998,4.290773532152842,3.1323392357875117,8.524697110904008,12.833643988816403,17.15936626281454,8.479496738117428,12.759086672879777,17.10111835973905
20.82209867963864,51.602154273801254,86179.3895066018,1473.7244614315498,475.08860319666434,91.14871438498957,13.202571230020848,5.94266851980542,4.450660180681028,9.821751216122307,15.298471160528145,21.37665045170257,9.32696316886727,14.425642807505213,20.555941626129258
24.43293954134816,35.16539263377345,86209.65149409312,1626.0806115357886,523.859277275886,85.7314107018763,8.735927727588603,3.5416956219596942,2.5653231410701878,11.077136900625435,15.839471855455177,19.380125086865878,9.842251563585824,14.24322446143155,18.487143849895762
24.412703922249218,37.90003471017008,86137.10065949323,2270.354390836515,732.5206525511975,130.38320027768137,11.222492190211732,3.5192641443943073,2.450885109337036,15.959736202707393,23.286706004859425,26.79763970843457,13.835820895522389,20.182575494619925,24.058660187434917
22.50643926209537,49.41524538809607,86114.00939784198,1538.9829446571528,494.6289592760181,73.72293769578837,6.557257222415593,2.814827706230421,2.0424643230073096,10.565262791507136,14.446919596240864,17.2384267316394,10.217542638357118,14.068917507831536,17.141315697876784
21.037539103232533,51.13694820994091,86151.67917970108,757.7726798748697,243.6934306569343,30.767813694820994,3.5575251998609665,1.9026763990267639,1.3913799096280848,4.485922836287799,5.929440389294404,7.806047966631908,4.360792492179353,5.741397288842545,7.636426833507126
21.82440890125174,41.62517385257302,86254.59770514604,1036.4593184979137,334.2656467315716,51.92732962447844,4.992002781641168,2.208623087621697,1.5980528511821974,6.7194019471488176,9.424547983310154,11.617872044506258,6.560848400556329,9.113699582753824,11.403337969401948
23.411049723756907,26.70497237569061,86238.05414364641,790.8994475138121,254.00828729281767,36.94917127071823,3.269613259668508,1.3585635359116022,0.9320441988950277,4.796685082872928,6.744198895027624,8.124309392265193,4.651933701657459,6.527624309392265,8.033701657458563
28.045604758757435,22.27627230667548,86181.78717779246,1560.608063450099,503.0066093853272,74.98744216787838,5.430270984798414,1.9947124917382684,1.3496364838070058,10.735624586913417,14.658294778585592,16.671513549239922,10.72769332452082,14.649702577660278,16.671513549239922
24.136996336996337,26.843956043956045,86194.74652014652,1639.2439560439561,527.9054945054945,81.68278388278388,7.0637362637362635,2.7274725274725276,1.928937728937729,11.254212454212455,15.657875457875457,18.424908424908423,11.237362637362637,15.63003663003663,18.42197802197802
24.368584758942458,33.552099533437016,86396.13530326594,2947.779160186625,952.244167962675,176.11197511664074,13.440124416796268,3.5707620528771384,2.4650077760497666,21.42457231726283,31.690513219284604,35.38258164852255,20.279937791601867,30.06842923794712,34.86003110419907
25.489486963835155,34.7905803195963,86346.63162321279,3211.4255677039528,1037.640874684609,198.50042052144659,14.941968040370059,3.849453322119428,2.566021867115223,23.437342304457527,35.08242220353238,39.07989907485282,21.71404541631623,32.695542472666105,38.94280908326325
25.839864239432274,28.96482567108917,86336.65134217835,3024.6155507559397,977.957729095958,194.8315334773218,15.556618327676643,3.726627584078988,2.4893551373033014,21.970688059240974,33.7238506633755,37.5581610614008,18.529774760876272,28.379821042887997,34.740820734341256
24.84947013487476,20.654142581888248,86259.88776493256,1058.684007707129,341.6194605009634,62.55443159922929,7.123795761078998,3.0785163776493256,2.2410886319845855,6.8289980732177264,10.370423892100193,13.409200385356455,6.660404624277457,10.052745664739884,13.223265895953757
27.508814379536812,26.76218458347736,86253.9505703422,1676.7348772900104,540.9574835810578,93.47182855167647,9.801935706878673,3.8129968890425165,2.7646042170757,11.47355686138956,16.826477704804702,20.656757690978225,10.864154856550293,15.927065330107155,20.099204977531972
27.655375043207744,26.518492913930178,86256.52333218112,2646.9616315243693,859.1106118216385,174.07811959903214,20.451780159004493,6.475630833045281,4.645696508814379,18.256135499481505,28.284479778776358,34.456273764258555,14.79502246802627,22.623919806429313,28.37573453162807
28.28418137763932,34.44444444444444,86198.34094842506,3257.305988231222,1052.5358255451713,201.32814122533748,19.551055728625823,5.894427137417791,4.1433021806853585,23.514364832121842,35.428868120456904,41.21668397369332,20.833852544132917,31.277258566978194,37.65282104534441
30.667517006802722,28.10544217687075,86115.22704081633,3193.359693877551,1031.5960884353742,187.72874149659864,14.493197278911564,4.1062925170068025,2.822278911564626,23.35969387755102,34.22704081632653,38.31122448979592,20.375850340136054,29.857142857142858,35.630102040816325
24.5689381933439,31.11568938193344,86137.89064976228,2170.743264659271,700.8969889064977,115.2282091917591,6.638668779714738,1.6497622820919176,1.063391442155309,15.692551505546751,21.868462757527734,23.63391442155309,15.188589540412044,21.251980982567353,23.629160063391442
27.265690376569037,32.75313807531381,86112.57531380754,3916.692468619247,1266.8933054393306,243.38702928870293,16.274058577405857,3.717573221757322,2.4456066945606696,29.188284518828453,43.20083682008368,47.10460251046025,24.594142259414227,36.72175732217573,44.00209205020921
29.056414219474497,37.82843894899536,86231.70556414219,5099.745749613601,1650.2604327666152,341.27975270479135,27.15996908809892,5.975270479134466,3.936630602782071,37.84234930448223,58.46599690880989,64.55100463678517,29.25193199381762,45.31993817619784,55.44822256568779
28.931754874651812,32.209610027855156,86304.56615598885,4052.283077994429,1311.166782729805,262.5396935933148,19.456128133704734,4.3736072423398324,2.879526462395543,29.973885793871865,45.529944289693596,50.00208913649025,25.13544568245125,38.41608635097493,46.41956824512535
29.637122002085505,30.407716371220022,86280.89676746611,3782.157108098714,1223.0775112964893,239.5078206465068,16.499478623566215,3.6551963851233924,2.4073687869308307,28.004866180048662,42.01633646159193,45.83698296836983,24.169273548835594,36.45881126173097,43.70663885992353
30.26972540841154,23.961070559610704,86160.01772679875,2702.7831074035453,873.3844282238443,164.90406673618352,11.017379214459506,2.7987486965589157,1.8505387556482447,19.667361835245046,29.101494612443517,31.99826207855405,18.873826903023982,27.980535279805352,31.659367396593673
29.615649775939332,23.413650465356774,86164.24922440537,2058.2344019303687,664.081695966908,117.10065494657015,11.379524301964839,4.047569803516029,2.883833160978973,14.441227163047225,21.232678386763187,25.29403653912444,13.72182006204757,20.211306446053086,24.993450534298518
26.739837398373982,24.617886178861788,86175.24274099884,1989.0673635307783,642.2183507549361,118.97096399535424,10.184668989547038,3.457607433217189,2.484320557491289,13.961672473867596,20.823461091753774,24.35656213704994,13.8931475029036,20.72938443670151,24.355400696864113
29.86137485757691,28.55374097987087,86295.21382453475,2897.860995062666,936.0300037979491,172.83668818837828,14.014432206608431,4.251044436004557,3.0068363083934675,21.06570451955944,31.00417774401823,35.314849981010255,18.525256361564754,27.58982149639195,33.74097987086973
29.88352444176222,33.651176825588415,86342.86059143029,3183.8756789378394,1028.8509354254677,184.45745322872662,13.161738080869041,3.7966203983101994,2.592637296318648,23.48340374170187,33.81170790585395,37.69583584791793,20.841882920941462,30.575739287869645,36.53228726614363
26.055066704513198,27.099630996309962,86233.69940391711,1755.0377519159806,566.0008515469771,92.43769514618224,8.548112404200966,3.437127448197559,2.5134828271359635,12.232472324723247,17.234175418677264,20.714731762702243,12.022707919386885,17.006812375816065,20.68521146749929
25.348143005900727,29.593543908365152,86281.21277334259,1106.8233252342936,356.36827490454704,60.511280805275945,9.817077403679278,4.9385629989586945,3.6858729607775076,6.908018049288441,10.348490107601528,15.240541478653245,6.838250607427977,10.233252342936481,15.157584172162444
25.664102564102564,47.79871794871795,86349.44743589744,3262.35,1053.5269230769231,197.2076923076923,20.21153846153846,6.483333333333333,4.616666666666666,23.587179487179487,35.424358974358974,41.88461538461539,21.144871794871793,31.724358974358974,39.14102564102564
29.54880166724557,30.977770059048282,86410.77839527614,2817.903438693991,909.5262243834665,162.574505036471,13.941646405001737,4.411253907606808,3.080236193122612,20.43035776311219,29.822507815213616,34.25842306356374,19.122264675234458,28.006252170892672,33.52448766932963
30.00331950207469,33.29087136929461,86383.34232365145,3725.974273858921,1204.209958506224,225.23983402489625,16.87883817427386,4.495850622406639,3.0626556016597513,27.588796680497925,40.55103734439834,45.13526970954357,23.79585062240664,35.37551867219917,42.74896265560166
29.14111922141119,33.90128606187,86238.08932916232,3775.5342370524854,1220.0486618004866,224.69621133124784,17.353493222106362,4.844629822732013,3.3816475495307614,28.020855057351408,40.905804657629474,45.84428223844282,24.173444560305875,35.81751824817518,43.70837678136948
29.38783833889507,32.78605858361142,86251.0926955877,3684.844271412681,1191.6392287727103,223.02113459399334,16.491657397107897,4.398220244716351,3.0096403411197628,27.32109751575825,40.14423433444568,44.63997033741194,23.839451242120877,35.468298109010014,43.16017797552836
29.694125825512685,38.18491484184915,86321.4918317692,4329.045881126173,1401.6374695863747,285.5731664928745,19.879388251651026,4.697254084115398,3.158846020159889,32.3486270420577,48.90615224191867,53.75634341327772,26.140424052832813,39.56656239137991,47.98540145985402
28.546147978642257,44.9023646071701,86219.94241037375,4172.165141113654,1351.9298245614036,294.2757437070938,28.939740655987794,10.365369946605645,7.826086956521739,30.922578184591913,48.22501906941266,58.05758962623951,25.68878718535469,39.63615560640732,51.15903890160183
28.55250978996084,44.293342826628695,86164.95300818796,3722.714845140619,1206.2356710573158,254.93556425774298,17.26806692773229,4.266998932004272,2.8234247063011746,27.69312922748309,42.456034175863294,46.86294054823781,23.63189747241011,35.85760056959772,43.33072267710929
28.48522766770942,49.429614181439,86224.14077163712,3757.4396941258256,1217.2384428223845,263.1338199513382,23.662495655196384,7.711157455683003,5.652763295099062,27.740354535974973,43.255126868265556,50.82620785540494,24.020855057351408,37.03232533889468,46.488008342022944
28.359444444444446,44.30444444444444,86258.65666666666,3287.4,1064.4122222222222,219.49666666666667,15.292222222222222,3.9883333333333333,2.6794444444444445,24.212222222222223,36.97222222222222,41.08888888888889,22.102222222222224,33.59722222222222,40.02777777777778
31.23119918699187,29.633638211382113,86179.44969512195,2893.2393292682927,935.6438008130082,177.73119918699186,12.477642276422765,3.258130081300813,2.230182926829268,21.190548780487806,31.389227642276424,34.760162601626014,19.551829268292682,29.01829268292683,33.87957317073171
28.6726893676164,29.994440583738708,86208.50938151494,2255.632383599722,729.219596942321,137.17894371091035,10.494788047255039,3.2678943710910353,2.2835302293259208,16.192842251563587,23.975330090340513,27.34155663655316,15.710910354412787,23.263377345378736,27.23036831132731
28.374478442280946,35.110222531293466,86135.34492350486,1825.1502086230876,589.2649513212796,106.24026425591099,9.755215577190542,3.659248956884562,2.615785813630042,12.706189151599444,18.6356050069541,22.306328233657858,12.113351877607789,17.593880389429764,21.585187760778858
28.283530229325923,40.697359277275886,86158.77936066713,2094.681723419041,677.178596247394,126.11779013203613,9.987838776928422,3.559416261292564,2.540653231410702,14.95969423210563,21.984364141765116,25.590687977762336,14.73905489923558,21.600416956219597,25.564280750521196
27.551652173913045,39.09739130434782,86085.056,2640.3488695652172,855.448,183.73565217391305,12.969391304347827,3.4671304347826086,2.3109565217391306,19.22226086956522,29.953739130434784,33.52,18.264347826086958,28.13286956521739,32.95513043478261
25.6546212647672,42.73940236275191,86118.78700486448,2020.5312717164697,654.3325225851286,133.7599027102154,10.193537178596248,3.359277275886032,2.3679638637943015,14.381167477414872,21.960736622654622,25.421820708825575,13.95100764419736,21.174079221681723,25.15427380125087
26.816916115558648,35.25617821092934,86115.78802645319,1426.246432300731,460.4159415245388,75.77166724678037,6.930038287504351,2.995475113122172,2.1910894535328924,9.659589279498782,13.661329620605638,16.68917507831535,9.585798816568047,13.553428471980508,16.666202575704837
25.830840455840455,41.3034188034188,86222.75854700855,1858.7222222222222,601.488603988604,122.4508547008547,9.025997150997151,2.9757834757834756,2.0965099715099713,13.054843304843304,19.945868945868945,23.02457264957265,12.470797720797721,18.821581196581196,22.776353276353277
28.499316473000682,45.42481203007519,86149.01845522899,2650.6664388243335,858.0611756664388,177.96582365003417,12.651401230348599,3.71120984278879,2.543403964456596,19.23103212576897,29.45386192754614,33.26657552973342,18.05434039644566,27.371838687628163,32.78810663021189
27.36794766966476,49.1909239574816,86164.19787408013,3337.2747342600164,1079.9979558462796,219.48896156991006,14.557236304170074,3.766966475878986,2.5085854456255112,24.552739165985283,37.21504497138185,41.116516762060506,22.29067865903516,33.710956663941126,40.0903515944399
28.089484536082473,47.435051546391755,86232.81443298969,2790.5455670103092,903.0280412371134,177.91546391752578,11.712989690721649,3.428453608247423,2.365773195876289,20.502268041237112,30.435463917525773,33.964948453608244,19.274639175257732,28.55340206185567,33.29567010309278
26.503272727272726,59.79018181818182,86238.05636363637,3431.8883636363635,1111.604,243.26472727272727,17.939272727272726,5.402181818181818,3.828,25.285090909090908,39.348363636363636,44.81636363636363,22.483636363636364,34.72327272727273,42.697818181818185
28.721932568647897,47.03093500173792,86097.21793534933,2873.8786930830724,929.9951338199513,187.45290232881473,12.527632950990615,3.550573514077164,2.402502606882169,21.040319777546056,31.67431352102885,35.33124782759819,19.535627389641988,29.230795968022246,34.54848800834203
29.226198749131342,39.33391243919389,86096.33425990271,2317.580958999305,749.4343293954134,139.38220986796387,9.487838776928422,2.9169562195969423,2.035788742182071,16.808895066018067,24.505906879777623,27.52189020152884,16.217512161223073,23.572619874913133,27.190757470465602
29.18943343760862,32.667361835245046,86185.4692387904,1316.7049009384775,424.5530066041015,66.232186305179,4.801181786583246,2.0069516857838026,1.3965936739659368,8.892248870351061,12.219673270768162,14.245742092457421,8.884602015988877,12.208898157803267,14.24261383385471
29.771538193233344,35.89326822462505,86123.46041158005,1166.9037321241717,376.26403906522495,63.889780258109525,6.477851412626439,3.0254621555633068,2.2270666201604463,7.61946285315661,10.991628880362748,14.012905476107429,7.592954307638647,10.9351238228113,14.01151028950122
30.494544174586412,34.39598732840549,86067.0397747272,1182.687434002112,380.8380851812742,61.88806758183738,7.736360436466033,3.7800070397747274,2.8211897219288984,7.649067229848645,10.994016191481872,14.745160154875045,7.607180570221753,10.89616332277367,14.697993664202745
29.79603891591383,27.502432244614315,86095.6382904795,849.7908269631689,273.6702571230021,43.47046560111188,5.180333564975678,2.618137595552467,1.9586518415566365,5.197706740792217,7.420083391243919,10.011466296038916,5.125781792911744,7.276928422515636,9.93328700486449
28.88846421125782,26.62856150104239,86088.2744961779,873.8325225851286,281.4909659485754,47.23766504517026,5.817581653926338,2.6302988186240444,1.9162612925642808,5.357192494788047,7.9371091035441275,10.52223766504517,4.981236970118138,7.287699791521891,9.935024322446143
30.099478260869564,28.50017391304348,86102.94608695652,1086.6226086956522,349.92973913043477,54.79234782608695,5.819478260869565,2.8104347826086955,2.0737391304347828,6.954434782608696,9.798608695652174,12.589217391304349,6.938086956521739,9.761391304347827,12.568347826086956
30.43738546120953,44.17654245571167,86101.53329260842,2162.505192425168,698.425167990226,126.1014050091631,9.53390348197923,3.289554062309102,2.329871716554673,15.508246792913868,22.430054978619427,25.79474648747709,15.17104459376909,21.868662186927306,25.614538790470373
28.303004291845493,41.83090128755365,86164.76995708155,2298.074678111588,741.889270386266,121.7107296137339,7.718454935622318,2.478111587982833,1.688412017167382,16.71845493562232,23.115021459227467,25.66008583690987,16.393133047210302,22.739055793991415,25.532188841201716
29.307612095933266,26.94890510948905,86069.92978797358,1106.4796663190823,356.40980187695516,49.477928397636425,4.973931178310741,2.4045881126173096,1.778588807785888,7.153979840111227,9.606187000347584,12.035453597497392,7.13451511991658,9.56551963851234,12.02537365311088
28.667014250955855,34.60549183176921,86003.18178658324,1256.460896767466,405.29405630865483,68.82203684393465,7.7851929092805,3.6955161626694473,2.7344456030587416,8.262078554049356,11.94751477233229,15.627737226277372,8.228362877997915,11.876607577337504,15.599582898852972
30.426748582230623,40.66020793950851,85956.20982986767,2305.992438563327,744.5448960302457,128.8733459357278,8.89461247637051,3.0198487712665405,2.1408317580340266,16.747637051039696,23.629489603024574,26.707939508506616,16.435727788279774,23.23156899810964,26.620510396975426
28.617495711835335,48.00400228702115,85945.14922813037,3439.4391080617497,1112.3024585477415,207.80331618067467,12.15494568324757,3.0646083476272157,2.05431675242996,25.655803316180673,37.069182389937104,40.272155517438534,22.91709548313322,33.705546026300745,39.322469982847345
26.273589378852538,59.054054054054056,85927.6434329066,2978.560455192034,963.9075391180654,190.64722617354195,13.50403034613561,4.071123755334281,2.8032242769084874,21.949739212897107,32.666666666666664,36.81697486960645,20.399241346609767,30.453769559032718,36.15362731152205
28.253948967193196,44.808019441069256,85993.88942891858,1738.3535844471446,561.2746051032807,104.53098420413123,15.584447144592952,7.025516403402187,5.359659781287971,11.80801944106926,17.985419198055894,24.990279465370595,11.80801944106926,17.98298906439854,24.987849331713246
26.20762108262108,54.51317663817664,85800.72720797721,2009.4982193732194,649.5534188034188,125.52706552706553,15.756766381766381,6.737891737891738,5.003917378917379,14.066951566951566,21.399216524216524,28.06054131054131,13.817663817663817,20.993589743589745,27.98611111111111
24.656313853698407,65.12995504699632,85762.70004086637,2365.928483857785,766.5161422149571,167.6277073968124,17.038005721291377,6.615856150388231,4.9276665304454434,16.941561095218635,26.68042501021659,33.27748263179404,16.406211687780957,25.292194523906826,32.479362484675114
22.89739413680782,76.42508143322476,85883.10749185667,1984.0635179153094,642.2491856677525,140.5358306188925,22.882736156351793,11.693811074918568,9.3371335504886,13.745928338762216,21.908794788273617,33.12214983713355,13.72801302931596,21.72638436482085,31.566775244299674
25.947293447293447,56.70441595441596,85905.82407407407,1561.33547008547,504.6812678062678,92.96474358974359,9.94408831908832,4.696225071225071,3.6014957264957266,10.722578347578347,15.73397435897436,20.35683760683761,10.66025641025641,15.511039886039885,19.90420227920228
26.8211743772242,55.86832740213523,85979.85142348755,1688.49243772242,545.9332740213523,96.39101423487544,8.322953736654805,3.643238434163701,2.7184163701067616,11.904359430604982,16.915925266903916,20.555604982206404,11.821619217081851,16.7673487544484,20.40435943060498
25.867521367521366,35.22222222222222,86103.48717948717,968.4273504273505,311.87179487179486,39.85897435897436,4.487179487179487,2.4145299145299144,1.7905982905982907,6.081196581196581,7.897435897435898,10.294871794871796,6.081196581196581,7.897435897435898,10.294871794871796
29.33358547655068,40.289334341906205,86054.50302571862,1553.3021936459909,501.77231467473524,88.8426626323752,7.171331316187595,2.9470499243570347,2.1267019667170954,10.726928895612708,15.430408472012102,18.411497730711044,10.61232980332829,15.218229954614221,18.33358547655068
31.104672897196263,41.877881619937696,86122.99252336449,2078.7956386292835,671.8841121495327,120.90031152647975,9.694080996884734,3.4878504672897197,2.514018691588785,14.9196261682243,21.54018691588785,25.090965732087227,14.559501557632398,20.886604361370715,24.59127725856698
